rfam_acc	pdb_id	chain	pdb_start	pdb_end	bit_score	evalue_score	cm_start	cm_end	hex_colour	is_significant
RF00002	6ip6	1C	2	154	138.80	1.7e-37	1	154	8e2511	1
RF01960	6ip6	2m	1	1869	1685.40	0	1	1851	8e2511	1
RF02542	6ip6	2m	1	1869	824.20	4.7e-251	1	1312	8e2511	0
RF01959	6ip6	2m	1	1871	560.70	1.2e-164	1	1477	8e2511	0
RF00177	6ip6	2m	1	1871	435.60	6.3e-138	1	1533	8e2511	0
RF00005	6ip6	zy	1	72	53.10	7.6e-12	1	71	8e2511	1
RF00061	6ip6	zz	26	284	299.20	7.6e-89	1	255	8e2511	1
RF02543	6ip8	1A	3	5069	2364.50	0	1	3401	8e2511	1
RF02540	6ip8	1A	1267	4755	823.40	4.7e-257	1	2990	8e2511	0
RF02541	6ip8	1A	1282	4774	610.80	3.1e-201	1	2925	8e2511	0
RF02541	6ip8	1A	5	420	123.70	4.5e-38	30	555	8e2511	0
RF00001	6ip8	1B	1	119	118.90	7.8e-28	1	119	8e2511	1
RF00002	6ip8	1C	2	154	138.80	1.7e-37	1	154	8e2511	1
RF01960	6ip8	2m	1	1869	1685.40	0	1	1851	8e2511	1
RF02542	6ip8	2m	1	1869	824.20	4.7e-251	1	1312	8e2511	0
RF01959	6ip8	2m	1	1871	560.70	1.2e-164	1	1477	8e2511	0
RF00177	6ip8	2m	1	1871	435.60	6.3e-138	1	1533	8e2511	0
RF00005	6ip8	zy	1	72	53.10	7.6e-12	1	71	8e2511	1
RF00061	6ip8	zz	26	284	299.20	7.6e-89	1	255	8e2511	1
RF00020	6j6g	D	55	178	51.40	8e-08	1	116	8e2511	1
RF00026	6j6g	E	10	113	81.50	6.2e-21	1	104	8e2511	1
RF00004	6j6g	L	5	116	98.70	1.7e-20	1	193	8e2511	1
RF00020	6j6h	D	55	178	51.40	8e-08	1	116	8e2511	1
RF00026	6j6h	E	10	113	81.50	6.2e-21	1	104	8e2511	1
RF00004	6j6h	L	5	116	98.70	1.7e-20	1	193	8e2511	1
RF00020	6j6n	D	55	178	51.40	8e-08	1	116	8e2511	1
RF00026	6j6n	E	10	113	81.50	6.2e-21	1	104	8e2511	1
RF00004	6j6n	L	5	116	98.70	1.7e-20	1	193	8e2511	1
RF00020	6j6q	D	55	178	51.40	8e-08	1	116	8e2511	1
RF00026	6j6q	E	10	113	81.50	6.2e-21	1	104	8e2511	1
RF00004	6j6q	L	5	116	98.70	1.7e-20	1	193	8e2511	1
RF01344	6jdq	B	25	64	35.80	2.1e-06	1	36	8e2511	1
RF01344	6jdv	B	25	76	46.80	1.9e-09	1	36	8e2511	1
RF01344	6je3	B	25	64	35.80	2.1e-06	1	36	8e2511	1
RF01344	6je4	B	25	64	35.80	2.1e-06	1	36	8e2511	1
RF01344	6je4	F	25	64	35.80	2.1e-06	1	36	8e2511	1
RF01344	6je4	L	25	64	35.80	2.1e-06	1	36	8e2511	1
RF01344	6je4	P	25	64	35.80	2.1e-06	1	36	8e2511	1
RF01344	6je9	B	25	64	35.80	2.1e-06	1	36	8e2511	1
RF01344	6je9	D	25	64	35.80	2.1e-06	1	36	8e2511	1
RF01344	6jfu	B	25	64	35.80	2.1e-06	1	36	8e2511	1
RF00005	6jxm	B	1	94	57.00	8.3e-13	1	71	8e2511	1
RF00373	6k0a	X	1	257	145.00	3.8e-42	1	303	8e2511	1
RF00373	6k0a	Y	1	257	145.00	3.8e-42	1	303	8e2511	1
RF00005	6k0b	U	1	82	59.00	1.9e-13	1	71	8e2511	1
RF00005	6k0b	V	1	82	59.00	1.9e-13	1	71	8e2511	1
RF00373	6k0b	X	1	257	145.00	3.8e-42	1	303	8e2511	1
RF00373	6k0b	Y	1	257	145.00	3.8e-42	1	303	8e2511	1
RF00843	6k1k	I	118	24	51.80	7e-11	1	97	8e2511	1
RF00843	6k1k	I	28	122	51.60	7.9e-11	1	97	8e2511	1
RF00843	6k1k	J	28	122	51.80	7e-11	1	97	8e2511	1
RF00843	6k1k	J	118	24	51.60	7.9e-11	1	97	8e2511	1
RF01344	6kc7	B	25	64	35.80	2.1e-06	1	36	8e2511	1
RF01344	6kc8	B	25	64	35.80	2.1e-06	1	36	8e2511	1
RF00254	6lxd	D	17	89	69.50	8.7e-18	1	81	8e2511	1
RF02348	6mcb	B	38	118	74.10	5.3e-13	1	91	8e2511	1
RF02348	6mcc	B	38	118	74.10	5.3e-13	1	91	8e2511	1
RF00100	6mcf	A	1	57	42.80	4.7e-11	24	87	8e2511	1
RF00100	6mci	A	1	57	42.80	4.7e-11	24	87	8e2511	1
RF02012	6me0	A	59	208	126.00	5.2e-26	1	148	8e2511	1
RF00029	6me0	A	789	866	52.10	2.1e-09	1	93	8e2511	1
RF02012	6mec	A	59	208	126.00	5.2e-26	1	148	8e2511	1
RF00029	6mec	A	789	866	52.10	2.1e-09	1	93	8e2511	1
RF00233	6mj0	A	24	104	74.60	3.6e-16	1	84	8e2511	1
RF00390	6mj0	A	1	23	41.20	4.3e-07	1	23	8e2511	1
RF00233	6mj0	B	24	104	74.60	3.6e-16	1	84	8e2511	1
RF00390	6mj0	B	1	23	41.20	4.3e-07	1	23	8e2511	1
RF00177	6mkn	A	1	1509	1495.30	0	1	1533	8e2511	1
RF01959	6mkn	A	2	1507	1046.50	0	1	1477	8e2511	0
RF02542	6mkn	A	2	1504	691.40	3.3e-210	1	1312	8e2511	0
RF01960	6mkn	A	2	1504	635.80	1.3e-190	1	1851	8e2511	0
RF00177	6mpf	A	1	1510	1478.60	0	1	1533	8e2511	1
RF01959	6mpf	A	4	1510	1021.80	0	1	1477	8e2511	0
RF02542	6mpf	A	2	1510	679.00	2.1e-206	1	1312	8e2511	0
RF01960	6mpf	A	2	1510	628.50	2.1e-188	1	1851	8e2511	0
RF00177	6mpi	A	1	1509	1495.30	0	1	1533	8e2511	1
RF01959	6mpi	A	2	1507	1046.50	0	1	1477	8e2511	0
RF02542	6mpi	A	2	1504	691.40	3.3e-210	1	1312	8e2511	0
RF01960	6mpi	A	2	1504	635.80	1.3e-190	1	1851	8e2511	0
RF00005	6mtb	2	1	73	52.30	1.3e-11	1	71	8e2511	1
RF00005	6mtb	4	1	72	69.10	2.6e-16	1	71	8e2511	1
RF02543	6mtb	5	3	3597	2824.60	0	1	3401	8e2511	1
RF02540	6mtb	5	1	3380	1226.60	0	130	2990	8e2511	0
RF02541	6mtb	5	1	3380	1012.00	0	159	2925	8e2511	0
RF00001	6mtb	7	1	119	118.90	7.8e-28	1	119	8e2511	1
RF01960	6mtb	9	1	1698	1647.60	0	1	1851	8e2511	1
RF02542	6mtb	9	1	1698	852.10	1.1e-259	1	1312	8e2511	0
RF01959	6mtb	9	1	1700	587.10	1.5e-172	1	1477	8e2511	0
RF00177	6mtb	9	1	1700	461.70	2.1e-146	1	1533	8e2511	0
RF00002	6mtb	8	2	149	129.90	5.6e-35	1	154	8e2511	1
RF00005	6mtc	4	1	72	69.10	2.6e-16	1	71	8e2511	1
RF02543	6mtc	5	3	3597	2824.60	0	1	3401	8e2511	1
RF02540	6mtc	5	1	3380	1226.60	0	130	2990	8e2511	0
RF02541	6mtc	5	1	3380	1012.00	0	159	2925	8e2511	0
RF00001	6mtc	7	1	119	118.90	7.8e-28	1	119	8e2511	1
RF00002	6mtc	8	2	149	129.90	5.6e-35	1	154	8e2511	1
RF01960	6mtc	9	1	1698	1647.60	0	1	1851	8e2511	1
RF02542	6mtc	9	1	1698	852.10	1.1e-259	1	1312	8e2511	0
RF01959	6mtc	9	1	1700	587.10	1.5e-172	1	1477	8e2511	0
RF00177	6mtc	9	1	1700	461.70	2.1e-146	1	1533	8e2511	0
RF02543	6mtd	5	3	3597	2824.60	0	1	3401	8e2511	1
RF02540	6mtd	5	1	3380	1226.60	0	130	2990	8e2511	0
RF02541	6mtd	5	1	3380	1012.00	0	159	2925	8e2511	0
RF00001	6mtd	7	1	119	118.90	7.8e-28	1	119	8e2511	1
RF00002	6mtd	8	2	149	129.90	5.6e-35	1	154	8e2511	1
RF01960	6mtd	9	1	1698	1650.50	0	1	1851	8e2511	1
RF02542	6mtd	9	1	1698	854.30	2.2e-260	1	1312	8e2511	0
RF01959	6mtd	9	1	1700	591.20	8.8e-174	1	1477	8e2511	0
RF00177	6mtd	9	1	1700	465.20	1.5e-147	1	1533	8e2511	0
RF02543	6mte	5	3	3597	2824.60	0	1	3401	8e2511	1
RF02540	6mte	5	1	3380	1226.60	0	130	2990	8e2511	0
RF02541	6mte	5	1	3380	1012.00	0	159	2925	8e2511	0
RF00001	6mte	7	1	119	118.90	7.8e-28	1	119	8e2511	1
RF00002	6mte	8	2	149	129.90	5.6e-35	1	154	8e2511	1
RF01960	6mte	9	1	1698	1647.60	0	1	1851	8e2511	1
RF02542	6mte	9	1	1698	852.10	1.1e-259	1	1312	8e2511	0
RF01959	6mte	9	1	1700	587.10	1.5e-172	1	1477	8e2511	0
RF00177	6mte	9	1	1700	461.70	2.1e-146	1	1533	8e2511	0
RF00228	6mwn	A	3	92	100.80	1.1e-30	430	519	8e2511	1
RF00228	6mwn	B	3	92	100.80	1.1e-30	430	519	8e2511	1
RF00177	6n1d	A16S	2	1517	1496.60	0	1	1533	8e2511	1
RF01959	6n1d	A16S	4	1515	1034.60	0	1	1477	8e2511	0
RF02542	6n1d	A16S	4	1512	678.60	3e-206	1	1312	8e2511	0
RF01960	6n1d	A16S	4	1512	627.90	3.4e-188	1	1851	8e2511	0
RF00177	6n1d	B16S	2	1517	1496.60	0	1	1533	8e2511	1
RF01959	6n1d	B16S	4	1515	1034.60	0	1	1477	8e2511	0
RF02542	6n1d	B16S	4	1512	678.60	3e-206	1	1312	8e2511	0
RF01960	6n1d	B16S	4	1512	627.90	3.4e-188	1	1851	8e2511	0
RF02541	6n1d	A23S	1	2881	2710.80	0	1	2925	8e2511	1
RF02540	6n1d	A23S	1	2883	1927.80	0	1	2990	8e2511	0
RF02543	6n1d	A23S	148	2875	1143.30	1.7e-291	1	3401	8e2511	0
RF00002	6n1d	A23S	8	161	54.20	3.8e-12	1	154	8e2511	0
RF02541	6n1d	B23S	1	2881	2710.80	0	1	2925	8e2511	1
RF02540	6n1d	B23S	1	2883	1927.80	0	1	2990	8e2511	0
RF02543	6n1d	B23S	148	2875	1143.30	1.7e-291	1	3401	8e2511	0
RF00002	6n1d	B23S	8	161	54.20	3.8e-12	1	154	8e2511	0
RF00001	6n1d	A5S	3	119	100.70	4e-23	1	119	8e2511	1
RF00001	6n1d	B5S	3	119	100.70	4e-23	1	119	8e2511	1
RF00005	6n1d	APTN	1	73	61.40	3.8e-14	1	71	8e2511	1
RF00005	6n1d	BPTN	1	73	61.40	3.8e-14	1	71	8e2511	1
RF00005	6n1d	BATN	1	82	60.10	9.8e-14	1	71	8e2511	1
RF00379	6n5k	A	3	127	89.30	1.9e-22	10	136	8e2511	1
RF00379	6n5l	A	3	126	90.50	9.2e-23	10	136	8e2511	1
RF00379	6n5n	A	3	127	87.70	5.6e-22	10	136	8e2511	1
RF00379	6n5o	A	3	128	87.30	6.9e-22	10	136	8e2511	1
RF00379	6n5p	A	3	129	87.80	5.1e-22	10	136	8e2511	1
RF00379	6n5q	A	3	130	88.60	3.1e-22	10	136	8e2511	1
RF00379	6n5r	A	3	127	89.60	1.6e-22	10	136	8e2511	1
RF00379	6n5s	A	4	123	87.70	5.2e-22	11	133	8e2511	1
RF00379	6n5t	A	3	128	90.00	1.2e-22	10	136	8e2511	1
RF00488	6n7p	R	1	568	582.80	1.2e-136	1	569	8e2511	1
RF00488	6n7r	R	1	568	582.80	1.2e-136	1	569	8e2511	1
RF00488	6n7x	R	1	568	582.80	1.2e-136	1	569	8e2511	1
RF02543	6n8j	1	4	3396	3377.70	0	1	3401	8e2511	1
RF02540	6n8j	1	1	3255	1497.80	0	130	2990	8e2511	0
RF02541	6n8j	1	1	3167	1242.60	0	156	2925	8e2511	0
RF00001	6n8j	2	1	121	88.80	4.8e-20	1	119	8e2511	1
RF00002	6n8j	3	2	155	170.70	1.4e-46	1	154	8e2511	1
RF02543	6n8k	1	4	3396	3377.70	0	1	3401	8e2511	1
RF02540	6n8k	1	1	3255	1497.80	0	130	2990	8e2511	0
RF02541	6n8k	1	1	3167	1242.60	0	156	2925	8e2511	0
RF00001	6n8k	2	1	121	88.80	4.8e-20	1	119	8e2511	1
RF00002	6n8k	3	2	155	170.70	1.4e-46	1	154	8e2511	1
RF02543	6n8l	1	4	3396	3377.70	0	1	3401	8e2511	1
RF02540	6n8l	1	1	3255	1497.80	0	130	2990	8e2511	0
RF02541	6n8l	1	1	3167	1242.60	0	156	2925	8e2511	0
RF00001	6n8l	2	1	121	88.80	4.8e-20	1	119	8e2511	1
RF00002	6n8l	3	2	155	170.70	1.4e-46	1	154	8e2511	1
RF02543	6n8m	A	4	3396	3377.70	0	1	3401	8e2511	1
RF02540	6n8m	A	1	3255	1497.80	0	130	2990	8e2511	0
RF02541	6n8m	A	1	3167	1242.60	0	156	2925	8e2511	0
RF00001	6n8m	B	1	121	88.80	4.8e-20	1	119	8e2511	1
RF00002	6n8m	C	2	155	170.70	1.4e-46	1	154	8e2511	1
RF02543	6n8n	A	4	3396	3377.70	0	1	3401	8e2511	1
RF02540	6n8n	A	1	3255	1497.80	0	130	2990	8e2511	0
RF02541	6n8n	A	1	3167	1242.60	0	156	2925	8e2511	0
RF00001	6n8n	B	1	121	88.80	4.8e-20	1	119	8e2511	1
RF00002	6n8n	C	2	155	170.70	1.4e-46	1	154	8e2511	1
RF02543	6n8o	A	4	3396	3377.70	0	1	3401	8e2511	1
RF02540	6n8o	A	1	3255	1497.80	0	130	2990	8e2511	0
RF02541	6n8o	A	1	3167	1242.60	0	156	2925	8e2511	0
RF00001	6n8o	B	1	121	88.80	4.8e-20	1	119	8e2511	1
RF00002	6n8o	C	2	155	170.70	1.4e-46	1	154	8e2511	1
RF02541	6n9e	1A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	6n9e	1A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	6n9e	1A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	6n9e	1A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF02541	6n9e	2A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	6n9e	2A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	6n9e	2A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	6n9e	2A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF00001	6n9e	1B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00001	6n9e	2B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00177	6n9e	1a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	6n9e	1a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	6n9e	1a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	6n9e	1a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00177	6n9e	2a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	6n9e	2a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	6n9e	2a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	6n9e	2a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00005	6n9e	1x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	6n9e	2x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF02541	6n9f	1A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	6n9f	1A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	6n9f	1A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	6n9f	1A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF02541	6n9f	2A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	6n9f	2A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	6n9f	2A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	6n9f	2A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF00001	6n9f	1B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00001	6n9f	2B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00177	6n9f	1a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	6n9f	1a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	6n9f	1a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	6n9f	1a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00177	6n9f	2a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	6n9f	2a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	6n9f	2a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	6n9f	2a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00005	6n9f	1x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	6n9f	2x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF01846	6nd4	2	1	146	107.20	8.2e-28	25	276	8e2511	1
RF02541	6nd5	1A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	6nd5	1A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	6nd5	1A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	6nd5	1A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF02541	6nd5	2A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	6nd5	2A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	6nd5	2A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	6nd5	2A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF00001	6nd5	1B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00001	6nd5	2B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00177	6nd5	1a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	6nd5	1a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	6nd5	1a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	6nd5	1a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00177	6nd5	2a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	6nd5	2a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	6nd5	2a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	6nd5	2a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00005	6nd5	1w	1	73	67.00	1e-15	1	71	8e2511	1
RF00005	6nd5	1y	1	73	67.00	1e-15	1	71	8e2511	1
RF00005	6nd5	2w	1	73	67.00	1e-15	1	71	8e2511	1
RF00005	6nd5	2y	1	73	67.00	1e-15	1	71	8e2511	1
RF00005	6nd5	1x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	6nd5	2x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF02541	6nd6	1A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	6nd6	1A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	6nd6	1A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	6nd6	1A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF02541	6nd6	2A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	6nd6	2A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	6nd6	2A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	6nd6	2A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF00001	6nd6	1B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00001	6nd6	2B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00177	6nd6	1a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	6nd6	1a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	6nd6	1a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	6nd6	1a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00177	6nd6	2a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	6nd6	2a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	6nd6	2a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	6nd6	2a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00005	6nd6	1w	1	73	61.40	3.8e-14	1	71	8e2511	1
RF00005	6nd6	1y	1	73	61.40	3.8e-14	1	71	8e2511	1
RF00005	6nd6	2w	1	73	61.40	3.8e-14	1	71	8e2511	1
RF00005	6nd6	2y	1	73	61.40	3.8e-14	1	71	8e2511	1
RF00005	6nd6	1x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	6nd6	2x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00177	6ndk	QA	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	6ndk	QA	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	6ndk	QA	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	6ndk	QA	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00177	6ndk	XA	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	6ndk	XA	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	6ndk	XA	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	6ndk	XA	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00005	6ndk	QV	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	6ndk	XV	1	74	60.90	5.4e-14	1	71	8e2511	1
RF02541	6ndk	RA	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	6ndk	RA	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	6ndk	RA	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	6ndk	RA	12	158	51.90	1.7e-11	1	154	8e2511	0
RF02541	6ndk	YA	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	6ndk	YA	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	6ndk	YA	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	6ndk	YA	12	158	51.90	1.7e-11	1	154	8e2511	0
RF00001	6ndk	RB	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00001	6ndk	YB	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00177	6neq	A	1	957	240.70	3.7e-75	6	1533	8e2511	1
RF01959	6neq	A	3	955	208.10	1.7e-59	3	1477	8e2511	0
RF02542	6neq	A	1	956	164.70	4.8e-48	1	1312	8e2511	0
RF01960	6neq	A	1	956	112.90	1.6e-31	631	1851	8e2511	0
RF00177	6nf8	A	1	957	240.70	3.7e-75	6	1533	8e2511	1
RF01959	6nf8	A	3	955	208.10	1.7e-59	3	1477	8e2511	0
RF02542	6nf8	A	1	956	164.70	4.8e-48	1	1312	8e2511	0
RF01960	6nf8	A	1	956	112.90	1.6e-31	631	1851	8e2511	0
RF00177	6nqb	A	1	1542	1577.30	0	1	1533	8e2511	1
RF01959	6nqb	A	6	1540	1024.80	0	1	1477	8e2511	0
RF02542	6nqb	A	6	1537	729.80	4.9e-222	1	1312	8e2511	0
RF01960	6nqb	A	6	1537	683.90	2.9e-205	1	1851	8e2511	0
RF02541	6nu2	A	1	1381	391.80	2e-128	426	2925	8e2511	1
RF02540	6nu2	A	738	1474	289.30	1.1e-88	1424	2887	8e2511	0
RF02543	6nu2	A	747	1472	138.50	1.9e-32	1890	3220	8e2511	0
RF00177	6nu2	AA	3	918	235.50	1.8e-73	9	1522	8e2511	1
RF01959	6nu2	AA	3	918	182.50	7.4e-52	4	1468	8e2511	0
RF02541	6nu3	A	1	1381	391.80	2e-128	426	2925	8e2511	1
RF02540	6nu3	A	738	1474	289.30	1.1e-88	1424	2887	8e2511	0
RF02543	6nu3	A	747	1472	138.50	1.9e-32	1890	3220	8e2511	0
RF00177	6nu3	AA	3	918	235.50	1.8e-73	9	1522	8e2511	1
RF01959	6nu3	AA	3	918	182.50	7.4e-52	4	1468	8e2511	0
RF00177	6ny6	A	2	1520	1502.60	0	1	1533	8e2511	1
RF01959	6ny6	A	7	1518	1032.70	0	1	1477	8e2511	0
RF02542	6ny6	A	7	1515	678.90	2.3e-206	1	1312	8e2511	0
RF01960	6ny6	A	7	1515	628.10	2.9e-188	1	1851	8e2511	0
RF00005	6o7k	v	1	74	60.80	5.6e-14	1	71	8e2511	1
RF00177	6o7k	g	1	1541	1570.00	0	1	1533	8e2511	1
RF01959	6o7k	g	5	1539	1024.80	0	1	1477	8e2511	0
RF02542	6o7k	g	5	1536	729.80	4.9e-222	1	1312	8e2511	0
RF01960	6o7k	g	5	1536	683.90	2.9e-205	1	1851	8e2511	0
RF02541	6o97	1A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	6o97	1A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	6o97	1A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	6o97	1A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF02541	6o97	2A	1	2912	2689.80	0	1	2925	8e2511	1
RF02540	6o97	2A	1	2912	1931.10	0	1	2990	8e2511	0
RF02543	6o97	2A	150	2901	1137.40	5.8e-290	1	3401	8e2511	0
RF00002	6o97	2A	12	158	51.90	1.7e-11	1	154	8e2511	0
RF00001	6o97	1B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00001	6o97	2B	3	119	100.70	4.1e-23	1	119	8e2511	1
RF00177	6o97	1a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	6o97	1a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	6o97	1a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	6o97	1a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00177	6o97	2a	1	1519	1505.30	0	1	1533	8e2511	1
RF01959	6o97	2a	6	1517	1034.90	0	1	1477	8e2511	0
RF02542	6o97	2a	6	1514	678.90	2.3e-206	1	1312	8e2511	0
RF01960	6o97	2a	6	1514	628.10	2.9e-188	1	1851	8e2511	0
RF00005	6o97	1w	1	73	61.40	3.8e-14	1	71	8e2511	1
RF00005	6o97	1y	1	73	61.40	3.8e-14	1	71	8e2511	1
RF00005	6o97	2w	1	73	61.40	3.8e-14	1	71	8e2511	1
RF00005	6o97	2y	1	73	61.40	3.8e-14	1	71	8e2511	1
RF00005	6o97	1x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00005	6o97	2x	1	74	60.90	5.4e-14	1	71	8e2511	1
RF00001	6o9j	A	2	117	77.20	4.7e-17	1	119	8e2511	1
RF02541	6o9j	B	1	2842	2776.90	0	1	2925	8e2511	1
RF02540	6o9j	B	1	2841	1777.40	0	1	2990	8e2511	0
RF02543	6o9j	B	160	2831	1207.30	0	1	3401	8e2511	0
RF00177	6o9j	a	1	1532	1552.70	0	1	1533	8e2511	1
RF01959	6o9j	a	2	1532	1008.90	9.9e-299	1	1477	8e2511	0
RF02542	6o9j	a	2	1532	725.60	9.5e-221	1	1312	8e2511	0
RF01960	6o9j	a	2	1531	680.90	2.5e-204	1	1851	8e2511	0
RF00005	6o9j	v	1	73	67.00	1e-15	1	71	8e2511	1
RF00177	6o9k	a	1	1541	1570.00	0	1	1533	8e2511	1
RF01959	6o9k	a	5	1539	1024.80	0	1	1477	8e2511	0
RF02542	6o9k	a	5	1536	729.80	4.9e-222	1	1312	8e2511	0
RF01960	6o9k	a	5	1536	683.90	2.9e-205	1	1851	8e2511	0
RF00005	6o9k	y	1	74	60.80	5.6e-14	1	71	8e2511	1
RF02541	6o9k	A	1	2855	2794.70	0	1	2925	8e2511	1
RF02540	6o9k	A	1	2854	1779.30	0	1	2990	8e2511	0
RF02543	6o9k	A	160	2844	1208.30	0	1	3401	8e2511	0
